Respondent_ID,Age,Gender,Region,Segment,Primary_Passion,Secondary_Passion,Key_Behavior_1,Key_Behavior_2,Social_Media_Hours_Day,Online_Shopping_Month,Avg_Order_Value,Brand_Switches_Year,Influencer_Trust,Sustainability_Score,Price_Sensitivity,Quality_Willingness_Pay,Experience_Over_Things,TikTok_User,Instagram_User,YouTube_Hours_Week,Podcast_Listener,Traditional_TV,Fast_Fashion_Buyer,Resale_Platform_User,Subscription_Services,Impulse_Buyer_Score
GZ01179,25,Non-binary,Territories,Wellness Focused,Mindfulness,Fitness,Premium health products,Self-care priority,4.5,5,153.25,4,2,4,3,5,2,1,0,17.9,1,0,0,1,5,5
GZ01180,24,Non-binary,Manitoba,Side Hustlers,Personal Growth,Finance,Value-conscious,ROI-focused,7.0,15,141.46,13,5,4,1,3,4,0,0,27.4,1,1,0,0,5,5
GZ01181,20,Female,Ontario,Creative Expressors,Art,Fashion,Brand as identity,Unique purchases,3.2,16,54.16,11,4,5,4,5,4,1,0,29.1,1,1,1,0,3,2
GZ01182,24,Non-binary,Alberta,Wellness Focused,Mindfulness,Nutrition,Premium health products,Self-care priority,7.8,13,145.62,5,4,2,3,2,4,1,1,5.2,1,0,1,0,4,1
GZ01183,18,Male,Ontario,Eco Warriors,Sustainability,Sustainability,Buy sustainable,Conscious consumption,2.3,15,63.06,4,3,1,2,3,2,0,0,23.7,1,0,1,1,5,5
GZ01184,19,Male,Atlantic,Side Hustlers,Finance,Personal Growth,Value-conscious,ROI-focused,4.5,8,42.48,12,5,2,2,1,1,0,1,13.5,1,1,1,0,6,3
GZ01185,20,Non-binary,Ontario,Experience Seekers,Adventure,Adventure,Spend on experiences,FOMO-driven,7.9,5,108.39,5,2,1,2,4,2,0,0,23.1,0,0,1,1,0,1
GZ01186,21,Non-binary,Territories,Side Hustlers,Finance,Personal Growth,Value-conscious,ROI-focused,3.5,4,134.47,7,1,3,1,4,3,0,0,12.5,1,1,1,1,4,5
GZ01187,23,Non-binary,British Columbia,Experience Seekers,Food,Music Festivals,Spend on experiences,FOMO-driven,6.1,16,79.11,4,1,2,5,5,1,0,1,9.4,0,1,0,1,4,5
GZ01188,23,Non-binary,Saskatchewan,Eco Warriors,Sustainability,Environment,Buy sustainable,Conscious consumption,6.0,15,191.75,7,3,3,4,5,2,0,1,10.0,0,0,1,0,1,3
GZ01189,18,Female,Saskatchewan,Wellness Focused,Mindfulness,Mindfulness,Premium health products,Self-care priority,4.8,2,59.13,12,1,3,3,3,3,1,1,22.8,0,1,0,1,7,5
GZ01190,23,Non-binary,Territories,Experience Seekers,Food,Travel,Spend on experiences,FOMO-driven,6.9,15,68.07,13,4,4,4,1,3,0,0,18.0,0,1,1,0,1,3
GZ01191,18,Male,Territories,Experience Seekers,Adventure,Travel,Spend on experiences,FOMO-driven,3.5,6,92.86,13,4,3,3,4,3,0,0,10.6,1,0,0,1,3,3
GZ01192,24,Female,Atlantic,Experience Seekers,Adventure,Adventure,Spend on experiences,FOMO-driven,5.8,11,98.6,8,4,4,1,2,4,1,1,29.7,0,0,1,0,3,5
GZ01193,18,Female,Alberta,Eco Warriors,Organic Food,Activism,Buy sustainable,Conscious consumption,3.7,3,60.08,13,3,3,1,4,3,1,0,29.7,0,0,0,1,3,5
GZ01194,23,Female,Saskatchewan,Eco Warriors,Environment,Organic Food,Buy sustainable,Conscious consumption,5.1,10,80.04,14,1,5,5,5,1,1,1,26.8,1,1,0,1,4,2
GZ01195,25,Male,Territories,Creative Expressors,Art,Art,Brand as identity,Unique purchases,4.5,16,119.93,9,5,3,3,5,5,1,0,12.9,0,1,1,1,0,2
GZ01196,18,Non-binary,Atlantic,Experience Seekers,Travel,Music Festivals,Spend on experiences,FOMO-driven,6.0,12,62.08,0,5,1,1,1,3,1,0,9.7,1,0,1,0,7,2
GZ01197,25,Non-binary,Atlantic,Digital Natives,Social Media,Tech,High online shopping,Influencer-driven,6.7,6,81.16,13,2,5,4,5,5,1,1,13.2,1,1,0,0,6,1
GZ01198,18,Female,Quebec,Side Hustlers,Personal Growth,Learning,Value-conscious,ROI-focused,4.9,14,113.86,1,1,3,5,4,4,1,0,18.0,0,0,1,0,0,3
GZ01199,20,Male,Quebec,Wellness Focused,Fitness,Nutrition,Premium health products,Self-care priority,7.4,10,175.25,11,1,1,1,2,4,0,1,8.2,1,0,1,1,4,5
GZ01200,22,Non-binary,Ontario,Creative Expressors,Fashion,Art,Brand as identity,Unique purchases,7.8,9,157.31,6,5,2,1,4,2,0,0,10.1,1,0,1,0,1,4
GZ01201,19,Female,Saskatchewan,Side Hustlers,Finance,Learning,Value-conscious,ROI-focused,2.0,4,106.48,14,5,1,4,1,5,0,1,17.1,1,1,1,1,6,1
GZ01202,18,Male,Saskatchewan,Creative Expressors,Fashion,Fashion,Brand as identity,Unique purchases,7.3,2,43.08,1,3,5,2,4,5,0,1,27.8,0,0,1,0,4,2
GZ01203,25,Female,British Columbia,Experience Seekers,Adventure,Travel,Spend on experiences,FOMO-driven,7.8,7,136.74,1,3,4,2,2,4,0,0,6.9,0,0,0,0,3,4
GZ01204,24,Female,Alberta,Eco Warriors,Activism,Organic Food,Buy sustainable,Conscious consumption,3.9,10,93.19,13,3,3,4,1,3,1,0,28.4,0,0,0,1,1,1
GZ01205,21,Non-binary,Manitoba,Side Hustlers,Entrepreneurship,Personal Growth,Value-conscious,ROI-focused,3.3,17,62.2,9,1,3,4,3,1,1,1,21.6,0,0,0,1,7,2
GZ01206,24,Non-binary,Saskatchewan,Eco Warriors,Sustainability,Organic Food,Buy sustainable,Conscious consumption,5.6,4,98.51,3,4,3,2,4,2,1,0,14.8,1,1,1,1,6,1
GZ01207,23,Non-binary,British Columbia,Side Hustlers,Finance,Finance,Value-conscious,ROI-focused,6.6,18,98.23,6,1,4,4,4,5,1,1,24.3,0,1,1,0,3,1
GZ01208,19,Male,Ontario,Wellness Focused,Mental Health,Mental Health,Premium health products,Self-care priority,2.4,5,66.61,14,5,2,4,4,1,0,0,14.0,0,1,0,1,2,4
GZ01209,24,Non-binary,Territories,Side Hustlers,Entrepreneurship,Personal Growth,Value-conscious,ROI-focused,3.9,17,135.42,5,1,3,3,5,4,0,1,25.5,1,1,1,0,7,4
GZ01210,20,Non-binary,Manitoba,Wellness Focused,Mindfulness,Nutrition,Premium health products,Self-care priority,4.7,7,73.37,9,5,3,4,1,5,1,1,24.4,1,1,0,1,5,4
GZ01211,23,Male,Alberta,Creative Expressors,Art,Art,Brand as identity,Unique purchases,6.5,14,58.68,14,4,5,3,5,4,0,1,27.0,0,0,1,1,1,4
GZ01212,18,Non-binary,Manitoba,Wellness Focused,Nutrition,Fitness,Premium health products,Self-care priority,2.1,18,46.04,1,4,2,1,5,4,1,0,29.8,0,1,0,0,1,5
GZ01213,20,Non-binary,Atlantic,Digital Natives,Tech,Tech,High online shopping,Influencer-driven,6.0,17,138.1,6,1,2,3,4,1,1,1,28.7,1,1,0,0,7,3
GZ01214,19,Non-binary,Atlantic,Wellness Focused,Mindfulness,Mental Health,Premium health products,Self-care priority,7.0,11,134.22,14,5,2,1,4,4,1,1,19.6,1,1,0,0,3,4
GZ01215,19,Female,Territories,Eco Warriors,Activism,Organic Food,Buy sustainable,Conscious consumption,5.4,4,192.0,1,1,4,2,5,3,1,0,22.4,0,1,0,0,7,4
GZ01216,20,Female,British Columbia,Creative Expressors,Art,Art,Brand as identity,Unique purchases,4.7,17,171.31,7,3,3,2,3,2,1,0,18.6,0,0,1,1,3,2
GZ01217,23,Non-binary,Territories,Eco Warriors,Environment,Organic Food,Buy sustainable,Conscious consumption,2.3,6,75.12,6,3,4,1,3,5,1,0,29.7,1,0,0,1,3,2
GZ01218,25,Female,Ontario,Digital Natives,Streaming,Tech,High online shopping,Influencer-driven,4.3,11,161.04,3,5,4,1,2,3,0,1,29.1,0,1,1,0,5,1
GZ01219,23,Male,Manitoba,Side Hustlers,Personal Growth,Learning,Value-conscious,ROI-focused,7.0,17,174.54,3,3,3,3,5,5,1,0,24.4,1,1,0,1,5,3
GZ01220,18,Male,Quebec,Side Hustlers,Learning,Personal Growth,Value-conscious,ROI-focused,7.2,12,184.03,9,3,1,4,4,1,1,0,5.9,1,1,1,0,3,3
GZ01221,21,Female,Saskatchewan,Side Hustlers,Learning,Personal Growth,Value-conscious,ROI-focused,3.6,12,70.11,5,1,1,5,1,3,1,1,15.0,1,0,0,0,3,4
GZ01222,22,Non-binary,Manitoba,Creative Expressors,Fashion,Fashion,Brand as identity,Unique purchases,3.3,9,173.84,8,4,5,2,3,1,1,0,26.2,1,0,1,0,0,3
GZ01223,18,Female,Manitoba,Experience Seekers,Adventure,Adventure,Spend on experiences,FOMO-driven,4.5,18,185.76,5,1,4,4,5,4,1,1,9.6,0,1,0,0,0,2
GZ01224,23,Male,Manitoba,Eco Warriors,Activism,Activism,Buy sustainable,Conscious consumption,6.8,5,128.09,3,2,4,5,1,1,1,1,6.4,0,0,1,1,0,3
GZ01225,25,Female,Alberta,Experience Seekers,Music Festivals,Music Festivals,Spend on experiences,FOMO-driven,7.9,16,110.02,11,5,4,2,4,3,0,0,7.7,0,1,0,1,5,2
GZ01226,24,Female,Quebec,Experience Seekers,Adventure,Music Festivals,Spend on experiences,FOMO-driven,2.2,9,89.25,13,4,4,1,4,2,1,1,22.7,1,1,0,1,3,2
GZ01227,20,Non-binary,Quebec,Creative Expressors,Music,Fashion,Brand as identity,Unique purchases,2.6,3,67.23,7,5,5,4,4,5,1,0,7.3,1,1,0,1,2,3
GZ01228,24,Male,Alberta,Digital Natives,Social Media,Social Media,High online shopping,Influencer-driven,7.8,14,51.13,0,2,3,1,4,1,0,1,29.8,1,0,0,1,6,4
GZ01229,18,Non-binary,Saskatchewan,Eco Warriors,Activism,Organic Food,Buy sustainable,Conscious consumption,6.7,18,49.94,12,1,5,5,4,3,0,1,10.5,0,0,0,1,7,1
GZ01230,21,Non-binary,Territories,Digital Natives,Tech,Streaming,High online shopping,Influencer-driven,4.7,19,126.39,0,3,1,4,2,2,1,0,21.9,1,0,1,1,6,1
GZ01231,22,Male,Territories,Eco Warriors,Activism,Environment,Buy sustainable,Conscious consumption,7.6,17,39.66,0,5,3,4,5,3,0,1,24.3,1,1,0,1,6,3
GZ01232,25,Non-binary,Territories,Creative Expressors,Fashion,Fashion,Brand as identity,Unique purchases,5.1,3,51.41,13,3,2,3,4,4,0,0,21.8,1,1,1,0,3,4
GZ01233,21,Non-binary,British Columbia,Wellness Focused,Mindfulness,Mental Health,Premium health products,Self-care priority,3.6,14,91.19,13,4,5,4,5,5,0,0,20.1,0,1,0,0,2,2
GZ01234,20,Male,Atlantic,Creative Expressors,Fashion,Music,Brand as identity,Unique purchases,3.4,10,80.25,9,4,5,2,3,5,1,0,29.5,1,1,1,0,0,2
GZ01235,23,Female,Manitoba,Digital Natives,Gaming,Streaming,High online shopping,Influencer-driven,7.1,6,173.0,8,5,1,5,1,2,1,1,17.7,0,0,1,1,5,2
GZ01236,22,Male,Territories,Experience Seekers,Music Festivals,Food,Spend on experiences,FOMO-driven,4.4,17,148.1,6,4,2,4,2,4,1,0,6.0,1,0,1,0,1,2
GZ01237,18,Female,Saskatchewan,Wellness Focused,Mental Health,Fitness,Premium health products,Self-care priority,5.0,12,88.31,11,1,1,2,2,1,1,0,14.2,1,1,1,0,2,2
GZ01238,21,Non-binary,Alberta,Wellness Focused,Nutrition,Fitness,Premium health products,Self-care priority,5.7,18,48.43,10,1,5,5,1,5,1,0,5.0,1,0,0,0,5,1
GZ01239,21,Non-binary,Atlantic,Wellness Focused,Mindfulness,Mental Health,Premium health products,Self-care priority,6.1,14,67.07,12,3,5,5,1,2,0,0,23.5,0,1,1,0,4,4
GZ01240,21,Female,Ontario,Side Hustlers,Finance,Learning,Value-conscious,ROI-focused,6.1,4,114.29,11,4,1,1,4,5,1,0,25.8,1,0,0,1,5,5
GZ01241,24,Non-binary,British Columbia,Creative Expressors,Fashion,Art,Brand as identity,Unique purchases,2.1,12,42.99,4,5,5,2,1,3,0,1,15.5,0,1,0,0,2,2
GZ01242,19,Non-binary,Alberta,Wellness Focused,Fitness,Nutrition,Premium health products,Self-care priority,2.7,12,60.37,1,2,5,2,3,5,0,0,22.9,1,1,0,1,7,1
GZ01243,24,Male,Atlantic,Side Hustlers,Learning,Finance,Value-conscious,ROI-focused,4.4,2,78.17,6,1,1,1,2,5,0,1,16.3,1,1,1,0,5,2
GZ01244,22,Female,Territories,Wellness Focused,Nutrition,Nutrition,Premium health products,Self-care priority,3.7,8,174.47,0,2,5,4,3,5,1,1,22.2,0,1,1,0,0,3
GZ01245,20,Female,Territories,Digital Natives,Tech,Social Media,High online shopping,Influencer-driven,4.6,13,91.12,9,4,2,4,1,4,1,0,16.3,1,0,0,1,1,3
GZ01246,22,Non-binary,Quebec,Creative Expressors,Art,Fashion,Brand as identity,Unique purchases,3.3,15,75.86,11,3,1,2,1,4,1,1,25.9,0,0,1,1,5,1
GZ01247,19,Female,Saskatchewan,Side Hustlers,Learning,Finance,Value-conscious,ROI-focused,5.6,17,177.5,13,3,4,2,5,1,0,0,24.1,0,1,0,0,7,1
GZ01248,24,Male,Saskatchewan,Experience Seekers,Travel,Adventure,Spend on experiences,FOMO-driven,4.8,14,33.94,12,3,3,2,3,2,1,0,16.9,0,1,1,0,5,4
GZ01249,19,Non-binary,Quebec,Side Hustlers,Learning,Entrepreneurship,Value-conscious,ROI-focused,7.4,16,85.86,2,3,1,4,4,2,0,1,19.8,1,1,1,0,6,5
GZ01250,20,Non-binary,Manitoba,Eco Warriors,Sustainability,Organic Food,Buy sustainable,Conscious consumption,6.3,2,177.95,4,3,5,3,4,4,1,1,10.8,0,0,0,1,5,1
GZ01251,21,Non-binary,Manitoba,Experience Seekers,Travel,Music Festivals,Spend on experiences,FOMO-driven,7.3,11,181.19,0,2,4,4,4,2,0,1,12.2,0,1,0,1,2,1
GZ01252,25,Non-binary,Manitoba,Experience Seekers,Music Festivals,Food,Spend on experiences,FOMO-driven,4.4,16,35.04,6,3,1,1,1,4,1,1,12.9,0,0,1,0,1,2
GZ01253,25,Male,Atlantic,Side Hustlers,Personal Growth,Learning,Value-conscious,ROI-focused,7.9,18,189.58,5,5,2,2,5,2,0,0,25.6,1,1,1,0,5,5
GZ01254,22,Male,Alberta,Wellness Focused,Mental Health,Nutrition,Premium health products,Self-care priority,3.5,5,156.16,4,1,3,1,5,2,0,1,19.0,0,1,1,1,3,3
GZ01255,24,Non-binary,Alberta,Wellness Focused,Fitness,Fitness,Premium health products,Self-care priority,3.5,3,100.85,12,1,5,1,5,1,0,1,19.5,1,0,0,1,1,4
GZ01256,24,Non-binary,Atlantic,Creative Expressors,Self-Expression,Music,Brand as identity,Unique purchases,5.9,7,49.47,8,5,5,3,4,1,1,0,12.2,1,0,1,0,1,3
GZ01257,21,Female,Ontario,Creative Expressors,Self-Expression,Music,Brand as identity,Unique purchases,5.8,13,117.17,9,3,2,5,4,2,0,1,10.7,0,0,1,1,6,4
GZ01258,22,Non-binary,Quebec,Side Hustlers,Finance,Entrepreneurship,Value-conscious,ROI-focused,4.2,8,185.68,8,4,3,4,3,3,0,1,28.7,1,0,0,0,2,5
GZ01259,25,Male,Quebec,Experience Seekers,Adventure,Food,Spend on experiences,FOMO-driven,3.0,7,31.53,14,3,4,5,2,3,1,1,14.3,1,1,0,1,1,4
GZ01260,23,Male,Quebec,Wellness Focused,Mental Health,Nutrition,Premium health products,Self-care priority,6.9,12,35.51,7,4,4,1,2,4,0,1,25.9,0,0,1,1,2,5
GZ01261,20,Non-binary,Territories,Side Hustlers,Learning,Finance,Value-conscious,ROI-focused,4.5,3,122.8,5,1,5,4,2,1,0,1,24.3,1,1,1,1,5,1
GZ01262,20,Male,Ontario,Experience Seekers,Adventure,Travel,Spend on experiences,FOMO-driven,7.7,2,70.59,5,5,4,2,4,5,1,0,13.8,0,0,1,1,2,4
GZ01263,19,Female,Ontario,Digital Natives,Streaming,Social Media,High online shopping,Influencer-driven,4.7,9,74.96,14,2,5,4,2,4,1,0,13.9,1,1,1,0,7,4
GZ01264,20,Female,Ontario,Wellness Focused,Nutrition,Nutrition,Premium health products,Self-care priority,3.9,11,66.0,3,2,5,3,1,1,0,1,5.5,0,1,1,1,0,3
GZ01265,21,Non-binary,British Columbia,Experience Seekers,Adventure,Food,Spend on experiences,FOMO-driven,5.0,10,140.71,3,3,3,4,2,1,1,1,11.0,0,0,0,1,7,4
GZ01266,21,Male,Manitoba,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,4.9,6,174.94,12,3,2,4,3,1,0,0,6.5,0,0,1,0,4,5
GZ01267,20,Female,Saskatchewan,Side Hustlers,Finance,Personal Growth,Value-conscious,ROI-focused,5.3,15,184.09,14,5,3,5,3,1,0,1,10.2,1,0,1,1,7,3
GZ01268,20,Non-binary,Quebec,Creative Expressors,Fashion,Self-Expression,Brand as identity,Unique purchases,3.2,6,122.69,14,1,5,5,2,1,1,1,27.7,0,0,1,0,5,4
GZ01269,20,Female,Alberta,Eco Warriors,Organic Food,Environment,Buy sustainable,Conscious consumption,7.9,13,188.06,5,1,1,2,2,5,1,1,29.7,1,1,0,0,3,3
GZ01270,21,Female,British Columbia,Eco Warriors,Sustainability,Environment,Buy sustainable,Conscious consumption,5.8,8,47.96,12,5,4,2,1,5,1,0,21.2,1,1,0,0,1,3
GZ01271,24,Non-binary,Saskatchewan,Side Hustlers,Personal Growth,Finance,Value-conscious,ROI-focused,5.1,5,64.68,9,1,5,4,4,5,1,0,21.3,1,1,0,1,7,1
GZ01272,19,Non-binary,Ontario,Wellness Focused,Nutrition,Mental Health,Premium health products,Self-care priority,6.8,14,119.45,0,4,5,5,4,2,0,1,9.6,0,1,0,0,7,5
GZ01273,20,Male,Alberta,Wellness Focused,Nutrition,Fitness,Premium health products,Self-care priority,3.3,7,181.11,5,5,5,3,2,4,0,0,17.1,1,0,0,0,2,3
GZ01274,22,Female,British Columbia,Wellness Focused,Mindfulness,Mental Health,Premium health products,Self-care priority,2.9,11,176.9,5,1,3,3,4,3,0,0,18.1,1,0,1,1,6,1
GZ01275,23,Female,Territories,Creative Expressors,Fashion,Self-Expression,Brand as identity,Unique purchases,7.7,17,163.22,1,4,4,3,4,4,1,0,8.3,1,1,1,1,5,3
GZ01276,19,Non-binary,British Columbia,Experience Seekers,Food,Food,Spend on experiences,FOMO-driven,6.9,2,189.71,11,5,4,1,4,5,0,0,9.2,0,1,1,1,4,2
GZ01277,24,Female,British Columbia,Creative Expressors,Self-Expression,Self-Expression,Brand as identity,Unique purchases,5.8,7,85.39,13,2,1,3,2,2,1,0,20.6,1,0,1,1,7,2
GZ01278,24,Non-binary,Alberta,Wellness Focused,Mental Health,Fitness,Premium health products,Self-care priority,7.4,16,31.42,7,4,5,2,5,4,0,0,8.7,1,0,0,0,4,1
GZ01279,19,Female,Ontario,Wellness Focused,Nutrition,Mental Health,Premium health products,Self-care priority,4.7,13,189.09,2,4,5,2,3,4,1,0,22.9,0,0,0,0,2,2
GZ01280,22,Non-binary,Saskatchewan,Digital Natives,Gaming,Gaming,High online shopping,Influencer-driven,7.8,15,144.27,11,1,5,1,5,5,0,1,27.1,1,1,0,0,3,4
GZ01281,25,Female,British Columbia,Eco Warriors,Sustainability,Sustainability,Buy sustainable,Conscious consumption,2.6,7,66.76,6,5,1,4,4,3,0,1,21.2,0,0,0,1,1,4
GZ01282,25,Non-binary,Alberta,Experience Seekers,Adventure,Travel,Spend on experiences,FOMO-driven,3.3,17,180.47,6,5,5,5,3,2,1,1,14.4,0,1,0,1,3,2
GZ01283,22,Male,Ontario,Side Hustlers,Learning,Learning,Value-conscious,ROI-focused,8.0,5,143.29,3,3,5,1,4,4,0,1,16.6,0,0,1,1,4,1
GZ01284,20,Female,Atlantic,Digital Natives,Gaming,Social Media,High online shopping,Influencer-driven,3.8,3,163.22,0,2,2,5,2,5,1,0,11.3,0,1,1,0,4,5
GZ01285,20,Female,Quebec,Eco Warriors,Environment,Activism,Buy sustainable,Conscious consumption,4.5,13,97.59,10,5,5,2,1,3,0,0,22.3,1,0,1,0,1,3
GZ01286,22,Male,Manitoba,Digital Natives,Gaming,Gaming,High online shopping,Influencer-driven,4.5,17,79.25,1,3,1,2,4,4,1,1,12.9,1,0,1,0,4,2
GZ01287,19,Non-binary,Quebec,Creative Expressors,Art,Self-Expression,Brand as identity,Unique purchases,6.4,8,94.06,10,4,5,4,1,2,1,0,10.3,1,1,1,1,1,4
GZ01288,19,Non-binary,Alberta,Digital Natives,Tech,Gaming,High online shopping,Influencer-driven,4.4,9,147.64,2,1,4,3,5,4,1,0,25.2,0,1,0,1,2,3
GZ01289,18,Female,Alberta,Eco Warriors,Sustainability,Activism,Buy sustainable,Conscious consumption,2.3,3,47.32,0,4,4,1,1,5,0,1,7.3,0,0,0,0,0,3
GZ01290,18,Male,Ontario,Side Hustlers,Entrepreneurship,Personal Growth,Value-conscious,ROI-focused,7.9,13,43.88,8,5,4,5,2,2,1,0,27.0,1,0,1,0,4,1
GZ01291,19,Male,Manitoba,Creative Expressors,Self-Expression,Fashion,Brand as identity,Unique purchases,7.7,15,106.1,6,4,2,5,5,2,1,1,8.2,0,0,0,0,5,2
GZ01292,24,Male,Quebec,Wellness Focused,Nutrition,Mental Health,Premium health products,Self-care priority,4.4,11,184.43,8,4,5,2,3,1,0,0,21.6,0,0,1,0,4,5
GZ01293,21,Female,Ontario,Experience Seekers,Travel,Food,Spend on experiences,FOMO-driven,4.8,16,101.51,3,5,4,1,1,2,0,1,14.3,1,1,1,0,5,2
GZ01294,20,Male,Atlantic,Creative Expressors,Fashion,Fashion,Brand as identity,Unique purchases,5.3,9,146.53,13,5,2,5,5,2,1,1,20.3,0,0,1,0,1,5
GZ01295,23,Female,Atlantic,Creative Expressors,Music,Self-Expression,Brand as identity,Unique purchases,3.7,11,53.28,10,1,2,2,3,3,1,0,8.4,1,1,1,1,5,1
GZ01296,18,Male,Manitoba,Creative Expressors,Fashion,Music,Brand as identity,Unique purchases,6.8,19,59.05,1,4,3,4,2,3,1,1,26.0,0,0,1,1,1,1
GZ01297,25,Non-binary,Ontario,Digital Natives,Social Media,Gaming,High online shopping,Influencer-driven,5.0,9,55.28,13,2,2,1,3,5,1,0,6.9,0,0,0,1,2,5
GZ01298,25,Non-binary,Ontario,Side Hustlers,Personal Growth,Finance,Value-conscious,ROI-focused,4.1,5,84.98,14,3,1,2,1,3,0,0,28.4,0,1,1,1,4,5
GZ01299,19,Male,Quebec,Experience Seekers,Travel,Travel,Spend on experiences,FOMO-driven,4.3,3,63.02,14,4,4,2,3,2,1,1,28.4,0,0,0,0,2,4
GZ01300,18,Male,Ontario,Experience Seekers,Adventure,Music Festivals,Spend on experiences,FOMO-driven,7.3,4,58.91,7,4,5,4,5,2,0,1,9.7,0,0,0,1,0,2
GZ01301,25,Female,British Columbia,Creative Expressors,Self-Expression,Self-Expression,Brand as identity,Unique purchases,4.8,7,51.6,11,4,1,2,3,1,0,0,26.7,0,1,0,1,1,3
GZ01302,22,Non-binary,British Columbia,Digital Natives,Social Media,Gaming,High online shopping,Influencer-driven,5.4,15,50.29,14,2,5,1,1,1,0,0,23.6,1,0,1,0,3,2
GZ01303,18,Non-binary,Manitoba,Side Hustlers,Personal Growth,Learning,Value-conscious,ROI-focused,2.0,4,103.79,0,3,3,5,3,4,1,0,17.0,1,0,1,0,7,3
GZ01304,21,Male,Ontario,Side Hustlers,Entrepreneurship,Personal Growth,Value-conscious,ROI-focused,4.0,8,57.58,6,3,5,2,5,2,1,1,22.8,0,1,0,1,5,3
GZ01305,19,Female,Saskatchewan,Eco Warriors,Sustainability,Activism,Buy sustainable,Conscious consumption,2.5,12,120.91,2,2,5,5,5,5,1,0,13.1,1,0,1,0,7,2
GZ01306,19,Non-binary,Ontario,Eco Warriors,Environment,Environment,Buy sustainable,Conscious consumption,3.5,12,85.79,6,3,4,2,2,1,1,1,19.8,0,0,1,1,0,5
GZ01307,22,Non-binary,Atlantic,Experience Seekers,Travel,Music Festivals,Spend on experiences,FOMO-driven,7.0,2,84.19,5,5,2,2,1,5,1,0,23.3,0,1,1,1,3,5
GZ01308,24,Female,Quebec,Wellness Focused,Nutrition,Fitness,Premium health products,Self-care priority,7.9,14,37.04,9,3,2,2,5,4,1,1,28.7,0,1,1,0,4,2
GZ01309,18,Male,Territories,Eco Warriors,Activism,Organic Food,Buy sustainable,Conscious consumption,6.5,10,95.06,3,2,1,5,1,3,0,1,23.4,0,1,1,0,3,3
GZ01310,25,Non-binary,Alberta,Wellness Focused,Fitness,Mindfulness,Premium health products,Self-care priority,5.7,4,168.48,5,2,1,3,3,3,0,1,6.7,0,0,0,1,0,3
GZ01311,24,Non-binary,Manitoba,Eco Warriors,Sustainability,Environment,Buy sustainable,Conscious consumption,5.3,6,39.87,8,2,4,1,1,4,1,1,19.6,1,1,1,1,7,2
GZ01312,19,Male,Alberta,Eco Warriors,Activism,Sustainability,Buy sustainable,Conscious consumption,2.2,10,164.19,0,3,1,5,2,1,1,1,18.2,0,0,1,1,4,3
GZ01313,25,Female,Manitoba,Side Hustlers,Personal Growth,Entrepreneurship,Value-conscious,ROI-focused,6.0,3,116.53,11,3,5,5,4,1,1,1,21.1,0,0,1,0,6,4
GZ01314,23,Non-binary,Quebec,Digital Natives,Tech,Tech,High online shopping,Influencer-driven,3.5,8,185.73,0,4,2,3,2,4,0,1,11.5,0,1,0,0,6,4
GZ01315,22,Male,Quebec,Creative Expressors,Art,Music,Brand as identity,Unique purchases,7.7,17,154.47,3,4,4,1,5,4,1,0,24.1,0,0,0,1,0,2
GZ01316,25,Male,Alberta,Eco Warriors,Organic Food,Activism,Buy sustainable,Conscious consumption,7.7,8,53.09,0,1,1,4,1,1,1,1,13.8,1,1,0,0,5,1
GZ01317,21,Non-binary,Quebec,Digital Natives,Streaming,Streaming,High online shopping,Influencer-driven,3.4,9,42.5,5,1,1,1,3,1,0,1,5.4,0,1,0,1,0,2
GZ01318,23,Male,Atlantic,Digital Natives,Streaming,Social Media,High online shopping,Influencer-driven,5.0,16,38.15,11,2,2,3,4,2,1,0,27.9,1,0,0,1,0,3
GZ01319,18,Female,Manitoba,Wellness Focused,Mindfulness,Mindfulness,Premium health products,Self-care priority,3.6,13,139.97,3,5,3,1,5,3,0,1,5.6,0,0,0,0,2,1
GZ01320,19,Female,Manitoba,Creative Expressors,Music,Art,Brand as identity,Unique purchases,4.7,9,198.33,4,4,5,1,3,4,0,1,7.2,1,1,0,0,3,3
GZ01321,19,Non-binary,Saskatchewan,Side Hustlers,Entrepreneurship,Personal Growth,Value-conscious,ROI-focused,5.2,18,74.8,8,1,1,4,4,2,0,0,5.2,1,1,1,1,7,5
GZ01322,24,Male,Territories,Eco Warriors,Organic Food,Activism,Buy sustainable,Conscious consumption,5.3,10,110.03,5,2,5,2,5,2,1,1,20.2,0,0,0,1,1,5
GZ01323,19,Non-binary,Saskatchewan,Experience Seekers,Travel,Adventure,Spend on experiences,FOMO-driven,5.2,7,172.82,3,4,4,1,2,3,0,1,29.9,1,0,0,0,6,1
GZ01324,20,Non-binary,Quebec,Wellness Focused,Mental Health,Nutrition,Premium health products,Self-care priority,7.5,11,131.51,8,3,5,2,3,5,1,0,7.7,0,0,1,0,5,2
GZ01325,23,Female,Atlantic,Creative Expressors,Fashion,Self-Expression,Brand as identity,Unique purchases,2.5,6,121.42,14,4,1,5,5,2,1,0,25.4,0,0,0,1,1,3
GZ01326,24,Non-binary,Saskatchewan,Digital Natives,Streaming,Streaming,High online shopping,Influencer-driven,2.4,5,48.64,14,2,3,4,4,4,1,1,17.6,1,0,0,1,5,4
