Respondent_ID,Age_Group,Generation,Gender,Region,Income_Level,Urban_Rural,Trust_In_Brands,Price_Sensitivity,Quality_Over_Price,Sustainability_Important,Brand_Loyalty,Try_New_Products,Online_Shopping_Preference,Social_Media_Influence,Canadian_Made_Important,Feel_Good_Purchase,Monthly_Discretionary_Spend,Purchase_Frequency_QSR,Coffee_Shop_Visits_Week,Online_Purchases_Month,Survey_Date,Survey_Method,Response_Quality_Score
R02069,65+,Boomers,Male,Saskatchewan,$100k-$150k,Suburban,5,4,4,3,2,2,4,2,5,5,$100-$250,Rarely,2,15,2026-01-14,Email,0.84
R02070,45-54,Gen X,Prefer not to say,Ontario,$150k+,Suburban,3,4,4,3,3,4,3,4,2,2,$250-$500,Weekly,2,1,2026-01-17,Mobile App,0.76
R02071,45-54,Gen X,Male,Ontario,$30k-$50k,Rural,4,4,3,3,4,5,3,2,2,3,$250-$500,Rarely,5,18,2026-01-30,Mobile App,0.82
R02072,45-54,Gen X,Female,British Columbia,<$30k,Rural,2,3,4,3,2,5,3,4,5,5,$500-$1000,Daily,4,16,2026-02-08,Phone,0.67
R02073,35-44,Millennials,Prefer not to say,Atlantic,$100k-$150k,Urban,3,3,3,4,3,3,3,3,4,2,<$100,2-3x/week,5,10,2026-02-01,Email,0.71
R02074,18-24,Gen Z,Non-binary,Manitoba,$100k-$150k,Suburban,5,3,2,4,4,3,4,3,5,5,$100-$250,2-3x/month,1,1,2026-01-27,Online Panel,0.97
R02075,25-34,Millennials,Female,British Columbia,<$30k,Urban,4,3,3,4,2,3,4,3,4,2,$1000+,Daily,1,1,2026-01-28,Online Panel,0.74
R02076,35-44,Millennials,Female,Atlantic,$50k-$75k,Suburban,3,3,3,3,5,4,4,3,5,4,$1000+,2-3x/month,2,8,2026-01-21,Phone,0.77
R02077,18-24,Gen Z,Female,Quebec,$75k-$100k,Urban,4,3,5,4,2,2,4,3,5,5,$250-$500,Daily,0,7,2026-02-07,Email,0.99
R02078,55-64,Boomers,Female,Alberta,$30k-$50k,Suburban,2,4,4,2,5,5,2,3,4,3,<$100,2-3x/week,5,9,2026-01-17,Online Panel,0.87
R02079,45-54,Gen X,Female,Manitoba,$75k-$100k,Suburban,5,4,3,3,3,4,3,3,5,3,$1000+,Monthly,4,19,2026-01-19,Online Panel,0.75
R02080,65+,Boomers,Prefer not to say,Saskatchewan,$50k-$75k,Urban,4,4,2,2,4,3,2,1,5,4,<$100,Monthly,2,3,2026-01-25,Email,0.82
R02081,18-24,Gen Z,Female,Alberta,$30k-$50k,Suburban,3,3,5,4,2,3,4,3,5,5,$100-$250,Daily,1,6,2026-01-16,Mobile App,0.76
R02082,55-64,Boomers,Male,Atlantic,$30k-$50k,Suburban,5,4,5,2,4,4,2,1,5,5,$100-$250,Daily,2,16,2026-01-18,Mobile App,0.92
R02083,45-54,Gen X,Prefer not to say,Territories,$75k-$100k,Rural,4,4,2,3,4,2,3,2,5,2,$250-$500,Weekly,7,1,2026-01-11,Email,0.65
R02084,25-34,Millennials,Prefer not to say,Manitoba,$100k-$150k,Rural,2,3,5,2,2,3,4,1,3,3,$250-$500,Monthly,1,11,2026-01-29,Phone,0.93
R02085,35-44,Millennials,Male,Atlantic,$150k+,Suburban,2,3,3,4,4,5,4,4,2,3,$1000+,Daily,6,15,2026-02-06,Online Panel,0.96
R02086,65+,Boomers,Male,British Columbia,$100k-$150k,Urban,2,4,4,2,3,3,2,1,5,2,$250-$500,Weekly,1,18,2026-01-25,Mobile App,0.63
R02087,55-64,Boomers,Male,Manitoba,$50k-$75k,Rural,3,4,5,3,5,3,4,1,2,5,$250-$500,Weekly,3,3,2026-02-05,Mobile App,0.7
R02088,25-34,Millennials,Female,British Columbia,<$30k,Urban,2,3,5,3,5,2,2,4,4,2,$250-$500,Rarely,6,16,2026-01-12,Email,0.79
R02089,35-44,Millennials,Male,Quebec,$100k-$150k,Rural,4,5,4,3,2,2,4,3,4,5,$1000+,Daily,6,8,2026-01-14,Mobile App,0.62
R02090,45-54,Gen X,Non-binary,Alberta,$100k-$150k,Urban,4,4,3,2,2,5,3,2,2,3,<$100,2-3x/week,1,1,2026-02-03,Phone,0.7
R02091,25-34,Millennials,Prefer not to say,British Columbia,<$30k,Rural,4,4,4,4,3,2,4,3,2,5,$1000+,2-3x/week,3,18,2026-02-01,Online Panel,0.63
R02092,25-34,Millennials,Non-binary,Manitoba,<$30k,Urban,3,3,5,3,5,5,4,3,2,5,$500-$1000,2-3x/month,5,11,2026-01-13,Email,0.8
R02093,55-64,Boomers,Female,Ontario,<$30k,Urban,2,4,5,2,3,4,3,1,3,3,$500-$1000,Weekly,5,11,2026-02-02,Email,0.77
R02094,35-44,Millennials,Female,Quebec,<$30k,Suburban,5,4,5,4,2,2,2,4,2,4,<$100,2-3x/week,6,0,2026-01-14,Phone,0.71
R02095,35-44,Millennials,Male,British Columbia,$30k-$50k,Suburban,3,3,2,4,2,2,3,3,4,3,<$100,Rarely,4,4,2026-02-03,Phone,0.82
R02096,25-34,Millennials,Prefer not to say,Manitoba,$75k-$100k,Suburban,5,4,4,4,2,2,4,1,2,5,$100-$250,2-3x/month,1,8,2026-01-14,Online Panel,0.73
R02097,25-34,Millennials,Male,Atlantic,<$30k,Suburban,3,3,3,3,5,3,2,3,5,2,<$100,Rarely,7,17,2026-02-03,Email,0.68
R02098,35-44,Millennials,Female,Manitoba,<$30k,Urban,2,4,5,4,5,2,4,4,5,2,$500-$1000,Weekly,2,5,2026-01-28,Email,0.78
R02099,18-24,Gen Z,Non-binary,Quebec,$50k-$75k,Urban,5,3,2,2,3,5,4,1,2,4,$500-$1000,2-3x/week,7,5,2026-01-28,Online Panel,0.61
R02100,55-64,Boomers,Prefer not to say,Territories,$100k-$150k,Suburban,2,4,2,2,3,4,2,3,2,4,$1000+,Rarely,7,11,2026-02-06,Email,0.96
R02101,25-34,Millennials,Female,Quebec,$100k-$150k,Rural,4,3,2,4,2,2,4,3,3,2,$1000+,Rarely,3,8,2026-02-08,Online Panel,0.95
R02102,55-64,Boomers,Female,Ontario,$50k-$75k,Rural,5,4,4,2,2,4,2,2,3,5,$100-$250,Monthly,5,5,2026-01-23,Mobile App,0.61
R02103,25-34,Millennials,Female,British Columbia,$100k-$150k,Rural,3,3,5,4,2,3,2,3,4,2,$500-$1000,Daily,4,0,2026-01-13,Mobile App,0.66
R02104,35-44,Millennials,Prefer not to say,Manitoba,$75k-$100k,Suburban,3,4,3,4,5,3,4,3,5,3,$500-$1000,Weekly,3,12,2026-01-26,Mobile App,0.77
R02105,65+,Boomers,Female,Saskatchewan,$150k+,Suburban,3,4,3,2,2,2,2,4,2,5,<$100,Rarely,3,1,2026-01-14,Email,0.84
R02106,45-54,Gen X,Prefer not to say,British Columbia,$150k+,Rural,3,4,3,3,5,3,3,2,2,5,$100-$250,Rarely,4,7,2026-02-04,Email,0.73
R02107,65+,Boomers,Non-binary,Quebec,$100k-$150k,Suburban,3,4,3,2,3,2,2,3,2,2,<$100,Daily,4,12,2026-01-19,Mobile App,0.99
R02108,35-44,Millennials,Prefer not to say,British Columbia,$50k-$75k,Suburban,3,3,3,4,2,3,4,4,4,2,$1000+,2-3x/week,1,9,2026-01-31,Online Panel,0.6
R02109,18-24,Gen Z,Female,British Columbia,$30k-$50k,Suburban,4,3,4,4,2,2,4,3,5,2,$250-$500,Daily,6,3,2026-02-08,Phone,0.61
R02110,45-54,Gen X,Female,Territories,<$30k,Urban,5,4,4,2,4,3,3,2,4,4,$250-$500,Daily,5,9,2026-01-21,Email,0.94
R02111,45-54,Gen X,Female,British Columbia,<$30k,Suburban,4,4,3,3,2,3,4,1,3,3,<$100,Daily,7,8,2026-01-24,Online Panel,0.85
R02112,65+,Boomers,Male,Alberta,$30k-$50k,Suburban,2,4,4,2,3,4,3,4,5,3,<$100,2-3x/month,2,17,2026-01-23,Online Panel,0.88
R02113,18-24,Gen Z,Female,Atlantic,<$30k,Rural,3,5,4,4,5,2,4,4,3,3,$500-$1000,2-3x/month,3,15,2026-01-24,Online Panel,0.93
R02114,35-44,Millennials,Prefer not to say,Manitoba,$75k-$100k,Urban,5,3,4,4,3,3,4,2,5,4,$100-$250,2-3x/month,2,8,2026-01-12,Mobile App,0.61
R02115,45-54,Gen X,Non-binary,Alberta,$150k+,Rural,3,4,2,2,4,5,4,3,4,4,$250-$500,2-3x/month,3,3,2026-01-23,Mobile App,0.9
R02116,25-34,Millennials,Non-binary,Atlantic,<$30k,Suburban,3,3,2,4,5,3,4,3,2,5,<$100,2-3x/week,0,18,2026-01-20,Mobile App,0.74
R02117,45-54,Gen X,Male,Ontario,$150k+,Rural,2,5,3,3,3,5,3,4,2,5,<$100,2-3x/week,7,9,2026-01-15,Online Panel,0.71
R02118,45-54,Gen X,Non-binary,Manitoba,$50k-$75k,Urban,2,4,2,2,3,4,3,2,3,4,$500-$1000,2-3x/month,5,18,2026-01-13,Email,0.69
R02119,45-54,Gen X,Prefer not to say,Ontario,$75k-$100k,Rural,5,4,5,3,4,5,2,2,4,5,$250-$500,Daily,7,5,2026-01-16,Email,0.91
R02120,45-54,Gen X,Male,Territories,$50k-$75k,Suburban,3,3,5,3,3,4,3,1,2,2,$1000+,2-3x/month,4,17,2026-01-12,Mobile App,0.88
R02121,25-34,Millennials,Non-binary,British Columbia,<$30k,Urban,3,4,4,4,3,5,4,3,3,4,$100-$250,Daily,3,18,2026-01-16,Phone,0.8
R02122,25-34,Millennials,Female,Manitoba,$50k-$75k,Suburban,4,3,3,4,5,4,4,4,4,5,$1000+,Weekly,6,7,2026-01-18,Phone,0.61
R02123,55-64,Boomers,Male,British Columbia,$50k-$75k,Suburban,2,4,2,4,3,5,3,1,5,3,$250-$500,2-3x/week,2,7,2026-01-22,Phone,0.76
R02124,55-64,Boomers,Male,Manitoba,$150k+,Suburban,4,5,5,2,5,5,2,4,2,5,$1000+,Rarely,5,19,2026-01-28,Online Panel,0.74
R02125,18-24,Gen Z,Non-binary,Alberta,$100k-$150k,Suburban,4,3,2,2,2,4,4,2,4,5,$500-$1000,Daily,7,3,2026-02-02,Phone,0.96
R02126,65+,Boomers,Non-binary,Alberta,$50k-$75k,Rural,3,4,2,2,2,3,3,1,4,3,$250-$500,2-3x/month,0,12,2026-01-12,Online Panel,0.78
R02127,35-44,Millennials,Prefer not to say,Ontario,$50k-$75k,Suburban,4,3,4,4,4,3,4,3,4,3,<$100,2-3x/month,5,2,2026-01-28,Email,0.76
R02128,35-44,Millennials,Female,Territories,<$30k,Suburban,2,3,5,4,3,4,4,3,5,5,$100-$250,Weekly,7,8,2026-01-16,Phone,0.74
R02129,35-44,Millennials,Prefer not to say,Territories,$30k-$50k,Rural,3,3,3,4,2,3,4,3,4,3,$100-$250,Daily,4,17,2026-01-29,Email,0.83
R02130,65+,Boomers,Non-binary,Quebec,$100k-$150k,Suburban,4,4,4,2,4,2,2,1,3,2,$100-$250,2-3x/week,7,13,2026-02-06,Phone,0.84
R02131,45-54,Gen X,Female,Quebec,<$30k,Rural,5,4,5,4,3,3,3,2,4,2,$250-$500,Monthly,1,12,2026-01-14,Phone,0.77
R02132,18-24,Gen Z,Non-binary,Alberta,$50k-$75k,Suburban,3,3,5,4,5,2,4,1,2,5,<$100,Rarely,5,12,2026-02-01,Mobile App,0.83
R02133,45-54,Gen X,Non-binary,Atlantic,$100k-$150k,Rural,4,5,5,3,2,2,3,2,5,3,$250-$500,2-3x/week,3,11,2026-01-19,Online Panel,0.71
R02134,45-54,Gen X,Prefer not to say,Quebec,$100k-$150k,Urban,2,3,2,4,3,5,3,2,3,4,<$100,Monthly,7,9,2026-01-30,Email,0.61
R02135,18-24,Gen Z,Male,Territories,$100k-$150k,Rural,3,3,2,4,2,5,4,4,3,4,<$100,Monthly,4,0,2026-01-29,Online Panel,0.66
R02136,45-54,Gen X,Prefer not to say,Alberta,$100k-$150k,Suburban,3,5,4,3,2,5,4,2,3,4,$500-$1000,Monthly,0,14,2026-01-15,Phone,0.84
R02137,45-54,Gen X,Male,Saskatchewan,$150k+,Suburban,3,4,4,3,4,5,3,2,3,2,<$100,2-3x/week,4,5,2026-02-02,Online Panel,0.96
R02138,65+,Boomers,Prefer not to say,Ontario,$50k-$75k,Rural,5,4,5,2,3,4,2,3,5,5,$500-$1000,2-3x/month,5,8,2026-01-18,Phone,0.88
R02139,18-24,Gen Z,Prefer not to say,Atlantic,$30k-$50k,Urban,5,3,3,4,2,2,4,1,5,5,$1000+,Rarely,0,13,2026-02-08,Online Panel,0.7
R02140,45-54,Gen X,Female,British Columbia,$100k-$150k,Rural,3,5,3,3,5,3,3,2,3,4,$500-$1000,2-3x/month,0,5,2026-02-03,Online Panel,0.93
R02141,55-64,Boomers,Female,Atlantic,$150k+,Suburban,2,4,5,2,5,4,2,2,3,5,$100-$250,Daily,3,4,2026-01-22,Phone,0.8
R02142,65+,Boomers,Male,Atlantic,$50k-$75k,Rural,4,3,2,2,2,2,2,4,3,3,$500-$1000,Rarely,6,16,2026-01-22,Mobile App,0.88
R02143,18-24,Gen Z,Female,Saskatchewan,$50k-$75k,Rural,4,3,3,4,5,4,3,1,3,2,$1000+,Monthly,1,16,2026-02-06,Phone,1.0
R02144,45-54,Gen X,Male,Atlantic,$100k-$150k,Urban,2,3,5,4,2,4,3,3,2,4,$500-$1000,Weekly,6,16,2026-01-25,Email,0.67
R02145,55-64,Boomers,Female,Manitoba,$30k-$50k,Rural,3,4,4,2,3,5,2,1,4,5,$1000+,Daily,1,5,2026-02-08,Mobile App,0.89
R02146,65+,Boomers,Male,Territories,$150k+,Rural,2,5,2,2,4,3,2,2,3,3,$1000+,Rarely,2,10,2026-01-17,Phone,0.82
R02147,65+,Boomers,Non-binary,Alberta,$150k+,Urban,3,4,5,2,4,5,2,1,4,2,$1000+,Daily,5,1,2026-02-02,Online Panel,0.86
R02148,45-54,Gen X,Non-binary,British Columbia,$150k+,Rural,2,4,3,4,5,4,3,2,2,3,$100-$250,Daily,1,14,2026-02-05,Phone,0.91
R02149,18-24,Gen Z,Female,Atlantic,$150k+,Suburban,5,3,5,4,2,5,3,3,2,4,$250-$500,Monthly,0,1,2026-02-03,Online Panel,0.77
R02150,55-64,Boomers,Male,Territories,$30k-$50k,Suburban,3,3,5,4,4,2,2,1,5,2,$250-$500,Rarely,6,15,2026-02-03,Email,0.75
R02151,35-44,Millennials,Non-binary,Ontario,$150k+,Urban,2,3,2,4,4,4,4,3,5,5,$250-$500,Monthly,0,15,2026-01-11,Mobile App,0.86
R02152,65+,Boomers,Prefer not to say,Manitoba,<$30k,Urban,5,4,2,3,4,2,2,1,3,4,$250-$500,Rarely,3,3,2026-01-15,Phone,0.96
R02153,18-24,Gen Z,Female,Territories,$75k-$100k,Suburban,5,3,5,4,3,2,4,3,4,3,$250-$500,2-3x/week,3,13,2026-01-20,Online Panel,0.97
R02154,45-54,Gen X,Male,British Columbia,$75k-$100k,Urban,3,4,4,3,2,3,2,4,5,2,<$100,Monthly,6,3,2026-01-25,Phone,0.96
R02155,65+,Boomers,Female,Manitoba,$50k-$75k,Rural,5,4,2,2,5,5,2,4,3,4,<$100,Daily,6,3,2026-01-11,Email,0.99
R02156,65+,Boomers,Female,Manitoba,$30k-$50k,Rural,4,4,3,2,5,5,2,1,2,3,<$100,2-3x/week,1,16,2026-01-19,Mobile App,0.8
R02157,45-54,Gen X,Non-binary,Alberta,<$30k,Urban,4,4,2,3,5,3,3,2,5,3,$100-$250,Rarely,1,5,2026-02-03,Online Panel,0.93
R02158,25-34,Millennials,Prefer not to say,Territories,<$30k,Urban,3,3,5,2,4,3,4,2,4,3,$1000+,Rarely,0,10,2026-02-08,Email,0.76
R02159,18-24,Gen Z,Non-binary,Saskatchewan,$30k-$50k,Rural,4,3,5,2,2,5,4,3,5,4,$100-$250,2-3x/month,0,4,2026-01-11,Email,0.61
R02160,35-44,Millennials,Male,Alberta,$75k-$100k,Rural,4,3,2,4,2,3,4,1,4,3,$100-$250,Weekly,0,11,2026-01-27,Phone,0.65
R02161,45-54,Gen X,Female,Saskatchewan,$50k-$75k,Rural,5,4,3,3,5,5,4,4,4,2,$100-$250,2-3x/month,2,5,2026-01-26,Online Panel,0.65
R02162,45-54,Gen X,Prefer not to say,Territories,$100k-$150k,Rural,3,4,2,3,3,2,3,1,2,5,$500-$1000,Monthly,5,3,2026-01-18,Email,0.98
R02163,55-64,Boomers,Prefer not to say,British Columbia,$30k-$50k,Rural,3,4,5,3,2,5,2,4,5,4,$250-$500,2-3x/week,7,12,2026-01-23,Phone,0.71
R02164,55-64,Boomers,Female,Ontario,$75k-$100k,Suburban,2,4,3,2,2,5,2,1,4,2,$100-$250,2-3x/month,1,17,2026-01-30,Mobile App,0.75
R02165,25-34,Millennials,Non-binary,Atlantic,$100k-$150k,Rural,3,3,2,4,3,2,4,3,4,5,<$100,Rarely,6,5,2026-01-16,Mobile App,0.7
R02166,25-34,Millennials,Non-binary,Territories,$75k-$100k,Rural,3,3,3,4,4,5,4,1,3,4,<$100,2-3x/month,2,10,2026-02-09,Online Panel,0.84
R02167,35-44,Millennials,Male,Alberta,$50k-$75k,Rural,2,3,4,4,3,2,4,1,5,2,$1000+,Monthly,2,9,2026-01-31,Mobile App,0.89
R02168,18-24,Gen Z,Non-binary,Alberta,$100k-$150k,Rural,5,3,3,4,4,4,4,1,5,4,$500-$1000,2-3x/week,1,9,2026-01-15,Phone,0.88
R02169,18-24,Gen Z,Male,Ontario,<$30k,Suburban,5,3,4,4,5,5,4,3,3,5,$500-$1000,2-3x/month,2,10,2026-02-04,Mobile App,0.75
R02170,55-64,Boomers,Male,Manitoba,$150k+,Rural,4,4,4,2,5,5,2,1,2,4,$250-$500,Monthly,1,16,2026-02-08,Online Panel,0.86
R02171,25-34,Millennials,Non-binary,Quebec,<$30k,Urban,3,3,5,4,3,4,4,3,4,5,$1000+,Monthly,2,7,2026-02-05,Phone,0.75
R02172,25-34,Millennials,Male,Atlantic,$150k+,Suburban,5,3,3,4,4,5,2,3,5,5,$250-$500,Rarely,7,13,2026-01-13,Mobile App,0.76
R02173,35-44,Millennials,Male,Saskatchewan,$100k-$150k,Rural,4,3,3,3,5,3,3,3,5,4,$250-$500,2-3x/week,0,18,2026-01-14,Online Panel,0.79
R02174,55-64,Boomers,Prefer not to say,Atlantic,$75k-$100k,Rural,3,4,3,4,3,4,2,1,5,2,$500-$1000,Monthly,1,15,2026-01-14,Phone,0.99
R02175,25-34,Millennials,Male,Saskatchewan,$75k-$100k,Rural,5,5,5,4,4,2,4,4,4,3,<$100,Rarely,7,16,2026-01-31,Online Panel,0.77
R02176,45-54,Gen X,Prefer not to say,Atlantic,<$30k,Rural,4,4,2,2,5,3,3,2,3,4,$100-$250,Rarely,6,10,2026-02-04,Email,0.84
R02177,18-24,Gen Z,Non-binary,Alberta,$50k-$75k,Suburban,3,3,2,4,5,5,4,3,4,5,$250-$500,Rarely,1,0,2026-01-29,Mobile App,0.63
R02178,45-54,Gen X,Non-binary,Atlantic,<$30k,Urban,5,3,3,3,5,5,3,3,4,5,$250-$500,2-3x/month,6,5,2026-01-26,Email,0.79
R02179,18-24,Gen Z,Female,Atlantic,<$30k,Rural,5,3,5,3,2,3,2,3,4,5,$1000+,Monthly,4,10,2026-02-06,Online Panel,0.82
R02180,55-64,Boomers,Female,Territories,$30k-$50k,Urban,5,4,4,2,3,5,2,1,5,3,$250-$500,Weekly,7,3,2026-02-05,Email,0.85
R02181,45-54,Gen X,Non-binary,Ontario,$50k-$75k,Suburban,4,4,3,3,3,2,3,2,4,3,$500-$1000,2-3x/week,6,6,2026-01-23,Mobile App,0.85
R02182,35-44,Millennials,Male,Ontario,$150k+,Suburban,4,3,5,3,2,4,4,2,2,5,$500-$1000,2-3x/month,5,19,2026-01-11,Online Panel,0.81
R02183,65+,Boomers,Non-binary,Quebec,$75k-$100k,Rural,3,3,4,2,2,3,2,1,2,3,<$100,Daily,2,9,2026-02-05,Email,0.97
R02184,35-44,Millennials,Prefer not to say,Alberta,$50k-$75k,Urban,4,3,4,3,5,5,4,3,2,4,$500-$1000,Weekly,5,1,2026-02-07,Email,0.95
R02185,55-64,Boomers,Male,Quebec,$50k-$75k,Suburban,5,4,4,2,4,3,2,1,2,3,$100-$250,2-3x/week,7,10,2026-02-02,Online Panel,0.62
R02186,45-54,Gen X,Male,Territories,$75k-$100k,Urban,3,4,2,3,2,3,3,2,3,2,<$100,Daily,1,10,2026-01-27,Email,0.89
R02187,35-44,Millennials,Non-binary,Quebec,$100k-$150k,Suburban,4,3,2,4,3,4,3,3,5,4,$100-$250,Rarely,4,5,2026-01-24,Mobile App,0.75
R02188,25-34,Millennials,Male,Ontario,$150k+,Urban,4,3,3,4,2,4,3,3,4,2,$1000+,Rarely,2,3,2026-01-20,Online Panel,0.86
R02189,25-34,Millennials,Non-binary,Atlantic,$150k+,Suburban,5,3,5,4,4,5,4,3,2,4,$1000+,Monthly,0,0,2026-01-18,Online Panel,0.62
R02190,25-34,Millennials,Prefer not to say,Saskatchewan,$30k-$50k,Rural,3,3,5,3,4,4,4,4,3,4,<$100,2-3x/month,0,6,2026-01-28,Mobile App,0.68
R02191,25-34,Millennials,Female,Saskatchewan,$150k+,Suburban,3,5,5,3,5,2,2,3,2,5,$500-$1000,Weekly,2,5,2026-01-15,Email,0.73
R02192,18-24,Gen Z,Male,Atlantic,$75k-$100k,Urban,2,3,5,4,2,5,4,3,3,4,$500-$1000,Daily,0,12,2026-01-18,Mobile App,0.77
R02193,18-24,Gen Z,Male,Quebec,$100k-$150k,Rural,5,3,4,4,5,3,4,3,3,2,<$100,Daily,7,16,2026-02-04,Online Panel,0.83
R02194,25-34,Millennials,Female,Atlantic,$75k-$100k,Urban,4,3,3,4,2,3,4,3,4,3,$250-$500,Weekly,4,19,2026-02-06,Mobile App,0.92
R02195,45-54,Gen X,Female,British Columbia,$150k+,Urban,2,4,5,3,4,3,4,2,4,2,$500-$1000,Rarely,4,9,2026-01-16,Mobile App,0.8
R02196,25-34,Millennials,Male,Saskatchewan,$30k-$50k,Rural,2,3,3,4,5,5,4,3,5,5,$1000+,Weekly,4,15,2026-01-24,Email,0.61
R02197,35-44,Millennials,Prefer not to say,Ontario,$100k-$150k,Rural,4,3,4,4,2,5,4,3,4,2,$100-$250,Daily,7,9,2026-02-03,Phone,0.83
R02198,18-24,Gen Z,Non-binary,Atlantic,$150k+,Urban,5,3,4,4,2,5,4,3,4,4,$250-$500,2-3x/month,2,17,2026-01-15,Phone,0.85
R02199,45-54,Gen X,Prefer not to say,British Columbia,$75k-$100k,Urban,5,5,5,3,5,3,3,2,4,3,$100-$250,Weekly,1,14,2026-01-19,Mobile App,0.87
R02200,18-24,Gen Z,Female,Atlantic,<$30k,Rural,4,3,2,3,3,2,4,3,4,5,$250-$500,2-3x/month,7,5,2026-02-08,Online Panel,0.74
R02201,25-34,Millennials,Prefer not to say,Atlantic,<$30k,Suburban,3,3,5,3,4,2,4,4,5,4,$100-$250,2-3x/week,3,16,2026-01-12,Phone,0.7
R02202,18-24,Gen Z,Non-binary,Ontario,$30k-$50k,Rural,4,3,4,4,5,4,4,3,4,3,<$100,Daily,1,17,2026-01-25,Online Panel,0.65
R02203,18-24,Gen Z,Female,Ontario,$100k-$150k,Urban,5,3,5,4,5,4,4,3,3,3,<$100,2-3x/week,7,1,2026-01-19,Email,0.72
R02204,25-34,Millennials,Male,Manitoba,$50k-$75k,Urban,2,3,3,4,2,5,4,4,2,4,$1000+,2-3x/month,0,18,2026-02-09,Email,0.89
R02205,25-34,Millennials,Male,British Columbia,$75k-$100k,Urban,3,4,3,4,5,5,4,2,2,4,$250-$500,2-3x/month,3,1,2026-02-06,Email,0.73
R02206,45-54,Gen X,Non-binary,Saskatchewan,$50k-$75k,Suburban,2,4,3,3,4,4,3,3,2,5,$250-$500,Rarely,5,3,2026-01-23,Email,0.69
R02207,65+,Boomers,Non-binary,Saskatchewan,$30k-$50k,Rural,3,3,5,2,4,2,2,1,3,3,<$100,Monthly,3,1,2026-01-29,Phone,0.81
R02208,35-44,Millennials,Non-binary,Alberta,$50k-$75k,Suburban,5,3,5,2,5,2,4,3,2,4,<$100,Monthly,4,19,2026-01-28,Email,0.91
R02209,25-34,Millennials,Male,Territories,$100k-$150k,Suburban,3,5,4,4,3,3,4,2,4,4,$1000+,2-3x/month,2,3,2026-01-26,Online Panel,0.63
R02210,45-54,Gen X,Female,Manitoba,$100k-$150k,Suburban,2,5,3,3,5,2,3,2,2,4,$1000+,2-3x/month,4,5,2026-02-04,Phone,0.84
R02211,18-24,Gen Z,Female,Alberta,$50k-$75k,Urban,4,3,4,3,4,4,2,3,4,5,$1000+,Rarely,1,15,2026-01-28,Online Panel,0.89
R02212,18-24,Gen Z,Prefer not to say,Alberta,$150k+,Rural,4,3,5,3,5,5,4,2,2,2,<$100,2-3x/month,7,17,2026-01-13,Online Panel,0.92
R02213,35-44,Millennials,Prefer not to say,Ontario,$50k-$75k,Urban,3,3,2,3,4,3,4,3,5,4,$250-$500,Weekly,0,9,2026-01-13,Phone,0.82
R02214,55-64,Boomers,Non-binary,Ontario,$150k+,Suburban,4,4,4,2,3,4,2,2,5,5,$500-$1000,Weekly,0,10,2026-02-07,Phone,0.77
R02215,55-64,Boomers,Male,Saskatchewan,$150k+,Suburban,4,4,4,2,3,5,3,1,3,3,$1000+,Monthly,0,2,2026-01-24,Phone,0.98
R02216,45-54,Gen X,Non-binary,Atlantic,$100k-$150k,Urban,4,4,5,2,5,3,3,4,3,2,$100-$250,Weekly,7,6,2026-01-18,Phone,0.62
R02217,35-44,Millennials,Prefer not to say,Atlantic,$100k-$150k,Urban,2,3,3,4,3,2,4,3,4,2,<$100,Rarely,3,3,2026-01-27,Phone,0.95
R02218,45-54,Gen X,Male,Manitoba,$30k-$50k,Urban,2,4,5,2,4,4,3,2,4,5,$1000+,Weekly,1,5,2026-01-12,Phone,0.75
R02219,45-54,Gen X,Female,Alberta,$30k-$50k,Urban,2,4,2,3,2,4,3,2,2,3,$500-$1000,2-3x/week,7,2,2026-01-27,Mobile App,0.76
R02220,55-64,Boomers,Prefer not to say,Manitoba,$50k-$75k,Urban,5,3,5,2,5,5,3,2,5,5,$1000+,2-3x/week,7,7,2026-01-13,Phone,0.61
R02221,45-54,Gen X,Prefer not to say,British Columbia,$50k-$75k,Urban,5,4,4,3,5,3,3,2,4,4,$500-$1000,2-3x/week,7,10,2026-02-04,Email,0.89
R02222,65+,Boomers,Female,Ontario,$30k-$50k,Urban,2,4,4,4,5,2,4,1,5,2,$100-$250,Daily,2,11,2026-01-25,Online Panel,0.93
R02223,45-54,Gen X,Female,Alberta,$30k-$50k,Rural,5,5,3,3,4,2,3,2,5,3,<$100,Daily,5,16,2026-02-07,Mobile App,0.72
R02224,55-64,Boomers,Male,Territories,$50k-$75k,Suburban,3,4,5,2,2,3,2,2,4,2,$250-$500,2-3x/month,0,16,2026-01-14,Online Panel,0.74
R02225,45-54,Gen X,Non-binary,Atlantic,$100k-$150k,Rural,3,4,4,2,3,2,3,4,3,3,$100-$250,Daily,7,16,2026-01-17,Online Panel,0.93
R02226,65+,Boomers,Prefer not to say,Manitoba,$30k-$50k,Urban,4,4,4,4,2,4,2,1,4,4,$500-$1000,Rarely,6,14,2026-01-30,Mobile App,0.82
R02227,25-34,Millennials,Prefer not to say,Territories,$75k-$100k,Suburban,4,3,3,4,4,5,4,3,2,4,$500-$1000,Rarely,6,6,2026-01-30,Online Panel,0.9
R02228,45-54,Gen X,Prefer not to say,Manitoba,$150k+,Suburban,4,3,4,3,5,2,3,2,4,3,$100-$250,Daily,1,6,2026-01-13,Mobile App,0.74
